KLVR Charger Detection Monitor - Started 2025-08-18 11:42:50
Monitoring: https://supply-institution-fellow-databases.trycloudflare.com
============================================================

#  1 11:42:50 | [AA TEST] Total: 48 | Correct AA: 47 | Misdetected as AAA:  1 | 🚨 MISDETECTION!
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1118mV | AAA_OFF=1544mV | Δ=-426mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1592mV | Δ=  16mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1596mV | Δ=   2mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1562mV | Δ=  10mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1586mV | Δ=  24mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1592mV | Δ=  -6mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1580mV | Δ=  20mV
    📥 BATTERY COUNT: 6 → 46
#202 11:45:01 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#203 11:45:01 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#204 11:45:02 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#205 11:45:03 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#206 11:45:03 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#207 11:45:04 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#208 11:45:05 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#209 11:45:05 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#210 11:45:06 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#211 11:45:07 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1580mV | Δ=   4mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1536mV | Δ=   6mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1636mV | AAA_OFF=1630mV | Δ=   6mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1518mV | AAA_OFF=1518mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1594mV | Δ=   2mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1558mV | Δ=   8mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1614mV | Δ=  -2mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1608mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1588mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1548mV | Δ=   8mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1604mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1602mV | Δ=  -4mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1614mV | AAA_OFF=1612mV | Δ=   2mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1592mV | Δ=  -4mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1594mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1600mV | Δ=  24mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1584mV | Δ=  14mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1510mV | AAA_OFF=1538mV | Δ= -28mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1562mV | Δ=  -8mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1590mV | AAA_OFF=1590mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1586mV | Δ=  10mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1592mV | AAA_OFF=1588mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1596mV | Δ= -24mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1578mV | Δ=  22mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1548mV | Δ=  12mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1522mV | AAA_OFF=1524mV | Δ=  -2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1596mV | AAA_OFF=1588mV | Δ=   8mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1538mV | Δ=  -2mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1604mV | AAA_OFF=1598mV | Δ=   6mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1118mV | AAA_OFF=1544mV | Δ=-426mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1548mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1592mV | Δ=  16mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1596mV | Δ=   2mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1562mV | Δ=  10mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1550mV | Δ=  10mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1586mV | Δ=  24mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1586mV | AAA_OFF=1592mV | Δ=  -6mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1600mV | AAA_OFF=1580mV | Δ=  20mV
#212 11:45:07 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#213 11:45:08 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#214 11:45:09 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#215 11:45:09 | [AA TEST] Total: 46 | Correct AA: 46 | Misdetected as AAA:  0 | ✅ All correct
#216 11:45:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
    📥 BATTERY COUNT: 46 → 48
#217 11:45:10 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#218 11:45:11 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#219 11:45:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#220 11:45:12 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#221 11:45:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1580mV | Δ=   4mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1588mV | Δ=  10mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1588mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1562mV | Δ=  -4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1536mV | Δ=   6mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1636mV | AAA_OFF=1630mV | Δ=   6mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1580mV | AAA_OFF=1582mV | Δ=  -2mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1518mV | AAA_OFF=1518mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1598mV | AAA_OFF=1594mV | Δ=   4mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1558mV | Δ=   8mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1612mV | AAA_OFF=1614mV | Δ=  -2mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1608mV | AAA_OFF=1608mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1548mV | Δ=   8mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1610mV | AAA_OFF=1604mV | Δ=   6mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1614mV | AAA_OFF=1612mV | Δ=   2mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1600mV | Δ=  24mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#222 11:45:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#223 11:45:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#224 11:45:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#225 11:45:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#226 11:45:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#227 11:45:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#228 11:45:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#229 11:45:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#230 11:45:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
#231 11:45:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1636mV | AAA_OFF=1630mV | Δ=   6mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1594mV | AAA_OFF=1590mV | Δ=   4mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1614mV | AAA_OFF=1612mV | Δ=   2mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1550mV | Δ=   2mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1624mV | AAA_OFF=1600mV | Δ=  24mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#232 11:45:20 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 39
#233 11:45:21 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#234 11:45:22 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#235 11:45:22 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#236 11:45:23 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#237 11:45:24 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#238 11:45:24 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#239 11:45:25 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#240 11:45:25 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#241 11:45:26 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1636mV | AAA_OFF=1630mV | Δ=   6mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#242 11:45:27 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#243 11:45:27 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#244 11:45:28 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#245 11:45:29 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#246 11:45:29 | [AA TEST] Total: 39 | Correct AA: 39 | Misdetected as AAA:  0 | ✅ All correct
#247 11:45:30 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
    📥 BATTERY COUNT: 39 → 0
#248 11:45:31 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#249 11:45:31 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#250 11:45:32 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#251 11:45:33 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#252 11:45:33 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#253 11:45:34 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#254 11:45:35 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#255 11:45:35 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#256 11:45:36 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#257 11:45:37 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#258 11:45:37 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
#259 11:45:38 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
