KLVR Charger Detection Monitor - Started 2025-08-18 11:24:07
Monitoring: https://thing-dresses-info-beth.trycloudflare.com
============================================================

#  1 11:24:07 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1490mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
#  2 11:24:08 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  3 11:24:09 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  4 11:24:10 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  5 11:24:11 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  6 11:24:12 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  7 11:24:13 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  8 11:24:13 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
#  9 11:24:14 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 10 11:24:15 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 11 11:24:16 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1510mV | AAA_OFF=1506mV | Δ=   4mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1514mV | Δ=   2mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=   4mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1508mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1500mV | Δ=  -2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1516mV | Δ=   8mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1500mV | AAA_OFF=1496mV | Δ=   4mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1516mV | Δ=   8mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1490mV | AAA_OFF=1490mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
# 12 11:24:17 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 13 11:24:18 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 14 11:24:18 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 15 11:24:19 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 16 11:24:20 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 17 11:24:21 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 18 11:24:22 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 19 11:24:23 | [AA TEST] Total: 22 | Correct AA: 22 | Misdetected as AAA:  0 | ✅ All correct
    📥 BATTERY COUNT: 43 → 22
# 20 11:24:23 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
    📥 BATTERY COUNT: 22 → 0
# 21 11:24:24 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 22 11:24:25 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 23 11:24:26 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 24 11:24:27 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 25 11:24:28 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 26 11:24:29 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 27 11:24:30 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 28 11:24:30 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 29 11:24:31 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 30 11:24:32 | [AA TEST] Total:  0 | Correct AA:  0 | Misdetected as AAA:  0 | ✅ All correct
# 31 11:24:33 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1474mV | Δ=  70mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1584mV | Δ=   4mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1578mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1544mV | Δ=  18mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1554mV | Δ=  20mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1568mV | Δ=   6mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1550mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1568mV | Δ=  -6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   2mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1552mV | Δ=  -4mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=   6mV
    📥 BATTERY COUNT: 0 → 43
# 32 11:24:34 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 33 11:24:35 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 34 11:24:36 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 35 11:24:37 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 36 11:24:37 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 37 11:24:38 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 38 11:24:39 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 39 11:24:40 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 40 11:24:40 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 41 11:24:41 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1474mV | Δ=  70mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1588mV | AAA_OFF=1584mV | Δ=   4mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1578mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1544mV | Δ=  18mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1554mV | Δ=  20mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1546mV | Δ=   4mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1568mV | Δ=   6mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1550mV | Δ=  22mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1568mV | Δ=  -6mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1552mV | Δ=   2mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1512mV | Δ=  12mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1538mV | Δ=   2mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1524mV | Δ=   6mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1504mV | AAA_OFF=1518mV | Δ= -14mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1524mV | AAA_OFF=1526mV | Δ=  -2mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1508mV | AAA_OFF=1506mV | Δ=   2mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1514mV | AAA_OFF=1514mV | Δ=   0mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1528mV | AAA_OFF=1530mV | Δ=  -2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1498mV | AAA_OFF=1498mV | Δ=   0mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1554mV | Δ=   0mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1534mV | Δ=  -2mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1536mV | AAA_OFF=1536mV | Δ=   0mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1552mV | Δ=  -4mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1568mV | AAA_OFF=1566mV | Δ=   2mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1546mV | Δ=   6mV
# 42 11:24:42 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 43 11:24:43 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 44 11:24:44 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 45 11:24:45 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 46 11:24:46 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 47 11:24:47 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 48 11:24:47 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 49 11:24:48 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 50 11:24:49 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
# 51 11:24:50 | [AA TEST] Total: 43 | Correct AA: 43 | Misdetected as AAA:  0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV
