KLVR Charger Detection Monitor - Started 2025-08-26 15:25:24
Monitoring: http://10.110.73.155:8000
============================================================

#  1 15:25:24 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1522mV | Δ=  18mV | Cycle=3
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1592mV | Δ= -36mV | Cycle=1
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1556mV | Δ=  -2mV | Cycle=1
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1562mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1544mV | Δ= -10mV | Cycle=2
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1516mV | AAA_OFF=1510mV | Δ=   0mV | Cycle=1
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1540mV | Δ=   0mV | Cycle=1
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1560mV | Δ=  -2mV | Cycle=1
# 12 15:25:32 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 13 15:25:33 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 14 15:25:34 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 15 15:25:35 | [AA TEST] Total: 44 | Correct AA: 44 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 48 → 44
# 16 15:25:35 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 44 → 9
# 17 15:25:36 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 18 15:25:37 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 19 15:25:38 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 20 15:25:38 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 21 15:25:39 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1514mV | Δ=  18mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1554mV | Δ=  12mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=   0mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=2
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1562mV | Δ=   0mV | Cycle=2
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1572mV | Δ=  -6mV | Cycle=2
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1546mV | Δ=  -8mV | Cycle=1
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1518mV | Δ=  16mV | Cycle=2
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1520mV | Δ=  20mV | Cycle=2
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1530mV | Δ=  24mV | Cycle=3
# 22 15:25:40 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 23 15:25:41 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 24 15:25:41 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 25 15:25:42 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 26 15:25:43 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 27 15:25:44 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 28 15:25:44 | [AA TEST] Total:  9 | Correct AA:  9 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 29 15:25:45 | [AA TEST] Total: 34 | Correct AA: 34 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 9 → 34
# 30 15:25:46 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 34 → 33
# 31 15:25:47 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1538mV | Δ=  16mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1548mV | Δ= -10mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1540mV | Δ=   4mV | Cycle=1
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1538mV | Δ=  16mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1542mV | Δ=  22mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1568mV | Δ= -12mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1546mV | Δ=  -8mV | Cycle=1
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1542mV | Δ=   8mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1516mV | Δ=  16mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1560mV | Δ= -12mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1590mV | Δ= -38mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1540mV | Δ=  24mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1560mV | Δ=  24mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1538mV | Δ=  28mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1538mV | Δ=  16mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1580mV | Δ=   2mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1564mV | Δ=  12mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1562mV | Δ= -10mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1574mV | Δ= -40mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1542mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
# 32 15:25:47 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 33 15:25:48 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 34 15:25:49 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 35 15:25:50 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 36 15:25:50 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 37 15:25:51 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 38 15:25:52 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 39 15:25:53 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 40 15:25:53 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 41 15:25:54 | [AA TEST] Total: 33 | Correct AA: 33 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1548mV | Δ=   2mV | Cycle=3
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1530mV | AAA_OFF=1530mV | Δ=   0mV | Cycle=3
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1538mV | Δ=  16mV | Cycle=1
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1548mV | Δ= -10mV | Cycle=2
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1568mV | Δ=  -4mV | Cycle=2
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=   0mV | Δ=   0mV | Cycle=1
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1540mV | Δ=   4mV | Cycle=1
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1562mV | Δ= -12mV | Cycle=1
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1538mV | Δ=  16mV | Cycle=1
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1542mV | Δ=  22mV | Cycle=3
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1568mV | Δ= -12mV | Cycle=3
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1546mV | Δ=  -8mV | Cycle=1
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1542mV | Δ=   8mV | Cycle=3
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1516mV | Δ=  16mV | Cycle=2
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1550mV | Δ=   0mV | Cycle=2
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV | Cycle=1
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1568mV | Δ=   4mV | Cycle=3
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1560mV | Δ= -12mV | Cycle=2
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1590mV | Δ= -38mV | Cycle=2
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1540mV | Δ=  24mV | Cycle=1
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV | Cycle=3
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1584mV | AAA_OFF=1560mV | Δ=  24mV | Cycle=2
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1538mV | Δ=  28mV | Cycle=1
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1538mV | Δ=  16mV | Cycle=1
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1580mV | Δ=   2mV | Cycle=1
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1572mV | Δ=   4mV | Cycle=1
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1564mV | Δ=  12mV | Cycle=3
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1562mV | Δ= -10mV | Cycle=2
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1552mV | Δ=  10mV | Cycle=3
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1574mV | Δ= -40mV | Cycle=3
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1576mV | AAA_OFF=1576mV | Δ=   0mV | Cycle=1
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1534mV | AAA_OFF=1542mV | Δ=  -8mV | Cycle=3
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV | Cycle=2
# 42 15:25:55 | [AA TEST] Total: 22 | Correct AA: 22 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 33 → 22
# 43 15:25:55 | [AA TEST] Total: 31 | Correct AA: 31 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 22 → 31
# 44 15:25:56 | [AA TEST] Total: 31 | Correct AA: 31 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 45 15:25:57 | [AA TEST] Total: 31 | Correct AA: 31 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 46 15:25:58 | [AA TEST] Total: 31 | Correct AA: 31 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
