KLVR Charger Detection Monitor - Started 2025-08-21 17:05:57
Monitoring: http://10.110.73.155:8000
============================================================

#  1 17:05:57 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1548mV | Δ=   8mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1566mV | Δ=   6mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1534mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1530mV | Δ=   2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1550mV | Δ=  12mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1564mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1570mV | Δ=  12mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1564mV | Δ=  10mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1562mV | Δ=  10mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1548mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1556mV | Δ=   6mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1558mV | Δ=  -4mV
# 22 17:06:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 23 17:06:13 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 24 17:06:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 25 17:06:14 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 26 17:06:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 27 17:06:15 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 28 17:06:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 29 17:06:16 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 30 17:06:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 31 17:06:17 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    ✅ SLOT  0: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1548mV | Δ=   8mV
    ✅ SLOT  1: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1542mV | Δ=   0mV
    ✅ SLOT  2: KLVR-AA  | AAA_ON=1538mV | AAA_OFF=1532mV | Δ=   6mV
    ✅ SLOT  3: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1560mV | Δ=   4mV
    ✅ SLOT  4: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV
    ✅ SLOT  5: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1536mV | Δ=   4mV
    ✅ SLOT  6: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1534mV | Δ=   6mV
    ✅ SLOT  7: KLVR-AA  | AAA_ON=1550mV | AAA_OFF=1544mV | Δ=   6mV
    ✅ SLOT  8: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1546mV | Δ=   2mV
    ✅ SLOT  9: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1554mV | Δ=  12mV
    ✅ SLOT 10: KLVR-AA  | AAA_ON=1548mV | AAA_OFF=1556mV | Δ=  -8mV
    ✅ SLOT 11: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 12: KLVR-AA  | AAA_ON=1546mV | AAA_OFF=1544mV | Δ=   2mV
    ✅ SLOT 13: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1540mV | Δ=  12mV
    ✅ SLOT 14: KLVR-AA  | AAA_ON=1542mV | AAA_OFF=1540mV | Δ=   2mV
    ✅ SLOT 15: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT 16: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1550mV | Δ=   4mV
    ✅ SLOT 17: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1562mV | Δ=   4mV
    ✅ SLOT 18: KLVR-AA  | AAA_ON=1552mV | AAA_OFF=1548mV | Δ=   4mV
    ✅ SLOT 19: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1548mV | Δ=   6mV
    ✅ SLOT 20: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1558mV | Δ=   0mV
    ✅ SLOT 21: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1566mV | Δ=   6mV
    ✅ SLOT 22: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1558mV | Δ=   2mV
    ✅ SLOT 23: KLVR-AA  | AAA_ON=1540mV | AAA_OFF=1534mV | Δ=   6mV
    ✅ SLOT 24: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1550mV | Δ=   6mV
    ✅ SLOT 25: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1560mV | Δ=  10mV
    ✅ SLOT 26: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1560mV | Δ=   0mV
    ✅ SLOT 27: KLVR-AA  | AAA_ON=1532mV | AAA_OFF=1530mV | Δ=   2mV
    ✅ SLOT 28: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 29: KLVR-AA  | AAA_ON=1564mV | AAA_OFF=1556mV | Δ=   8mV
    ✅ SLOT 30: KLVR-AA  | AAA_ON=1558mV | AAA_OFF=1554mV | Δ=   4mV
    ✅ SLOT 31: KLVR-AA  | AAA_ON=1544mV | AAA_OFF=1544mV | Δ=   0mV
    ✅ SLOT 32: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1550mV | Δ=  12mV
    ✅ SLOT 33: KLVR-AA  | AAA_ON=1570mV | AAA_OFF=1568mV | Δ=   2mV
    ✅ SLOT 34: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1564mV | Δ=  10mV
    ✅ SLOT 35: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1564mV | Δ=   2mV
    ✅ SLOT 36: KLVR-AA  | AAA_ON=1582mV | AAA_OFF=1570mV | Δ=  12mV
    ✅ SLOT 37: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1544mV | Δ=  10mV
    ✅ SLOT 38: KLVR-AA  | AAA_ON=1578mV | AAA_OFF=1576mV | Δ=   2mV
    ✅ SLOT 39: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1564mV | Δ=   8mV
    ✅ SLOT 40: KLVR-AA  | AAA_ON=1574mV | AAA_OFF=1564mV | Δ=  10mV
    ✅ SLOT 41: KLVR-AA  | AAA_ON=1572mV | AAA_OFF=1562mV | Δ=  10mV
    ✅ SLOT 42: KLVR-AA  | AAA_ON=1556mV | AAA_OFF=1548mV | Δ=   8mV
    ✅ SLOT 43: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1552mV | Δ=   8mV
    ✅ SLOT 44: KLVR-AA  | AAA_ON=1560mV | AAA_OFF=1554mV | Δ=   6mV
    ✅ SLOT 45: KLVR-AA  | AAA_ON=1562mV | AAA_OFF=1556mV | Δ=   6mV
    ✅ SLOT 46: KLVR-AA  | AAA_ON=1566mV | AAA_OFF=1556mV | Δ=  10mV
    ✅ SLOT 47: KLVR-AA  | AAA_ON=1554mV | AAA_OFF=1558mV | Δ=  -4mV
# 32 17:06:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 33 17:06:18 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 34 17:06:19 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 35 17:06:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 36 17:06:20 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 37 17:06:21 | [AA TEST] Total: 48 | Correct AA: 48 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 38 17:06:26 | ❌ Connection failed
# 39 17:06:32 | ❌ Connection failed
# 40 17:06:37 | ❌ Connection failed
# 41 17:06:43 | ❌ Connection failed
# 42 17:06:44 | [AA TEST] Total: 45 | Correct AA: 21 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 43 17:06:44 | [AA TEST] Total: 45 | Correct AA: 21 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 44 17:06:45 | [AA TEST] Total: 45 | Correct AA: 21 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 45 17:06:46 | [AA TEST] Total: 45 | Correct AA: 21 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 46 17:06:46 | [AA TEST] Total: 48 | Correct AA: 24 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
    📥 BATTERY COUNT: 45 → 48
# 47 17:06:47 | [AA TEST] Total: 48 | Correct AA: 24 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 48 17:06:47 | [AA TEST] Total: 48 | Correct AA: 24 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 49 17:06:48 | [AA TEST] Total: 48 | Correct AA: 24 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 50 17:06:48 | [AA TEST] Total: 48 | Correct AA: 24 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
# 51 17:06:49 | [AA TEST] Total: 48 | Correct AA: 24 | Misdetected as AAA:  0 | Retries: 0 | ✅ All correct
